latitude,longitude,Slope
33.31,126.755,0.00683794
33.31,126.765,0.019283829
33.31,126.775,0.034650542
33.31,126.785,0.035075463
33.31,126.795,0.007507258
33.31,126.805,0.012058067
33.31,126.815,0.024844544
33.31,126.825,0.00779871
33.31,126.835,0.005263403
33.32,126.145,0
33.32,126.155,0
33.32,126.165,0.00020915
33.32,126.175,0.005857792
33.32,126.185,0.009806736
33.32,126.195,0.011428215
33.32,126.205,0.017384656
33.32,126.215,0.006915052
33.32,126.225,0.00851692
33.32,126.235,0.006389631
33.32,126.245,0.013703928
33.32,126.255,0.01302867
33.32,126.265,0.010295523
33.32,126.275,0.018589884
33.32,126.285,0.022753162
33.32,126.295,0.016368613
33.32,126.305,0.021936892
33.32,126.315,0.022753334
33.32,126.325,0.036802258
33.32,126.335,0.072927982
33.32,126.345,0.097441569
33.32,126.355,0.024328377
33.32,126.365,0.040726267
33.32,126.375,0.022359967
33.32,126.385,0.046334773
33.32,126.395,0.042662684
33.32,126.405,0.053898141
33.32,126.415,0.043890238
33.32,126.425,0.049472261
33.32,126.435,0.052577831
33.32,126.445,0.071564689
33.32,126.455,0.055549841
33.32,126.465,0.061743584
33.32,126.475,0.06599915
33.32,126.485,0.063828669
33.32,126.495,0.0833667
33.32,126.505,0.081236169
33.32,126.515,0.09958151
33.32,126.525,0.102275647
33.32,126.535,0.090013891
33.32,126.545,0.086749248
33.32,126.555,0.10208308
33.32,126.565,0.049710099
33.32,126.575,0.095869675
33.32,126.585,0.127972856
33.32,126.595,0.064808205
33.32,126.605,0.03698213
33.32,126.615,0.038730379
33.32,126.625,0.041044436
33.32,126.635,0.043932043
33.32,126.645,0.034992822
33.32,126.655,0.020548001
33.32,126.665,0.020053489
33.32,126.675,0.028672382
33.32,126.685,0.047538653
33.32,126.695,0.022186559
33.32,126.705,0.014901424
33.32,126.715,0.029783962
33.32,126.725,0.012448105
33.32,126.735,0.009372204
33.32,126.745,0.008647319
33.32,126.755,0.010384395
33.32,126.765,0.038473774
33.32,126.775,0.132724747
33.32,126.785,0.010996941
33.32,126.795,0.008462387
33.32,126.805,0.017771505
33.32,126.815,0.027108075
33.32,126.825,0.016554788
33.32,126.835,0.005076259
33.32,126.845,0.010777154
33.33,126.165,0.010861898
33.33,126.175,0.006642616
33.33,126.185,0.008524368
33.33,126.195,0.008431477
33.33,126.205,0.009816645
33.33,126.215,0.006803473
33.33,126.225,0.006449513
33.33,126.235,0.022521392
33.33,126.245,0.034848582
33.33,126.255,0.01152306
33.33,126.265,0.02118643
33.33,126.275,0.010988485
33.33,126.285,0.018403836
33.33,126.295,0.02587017
33.33,126.305,0.035196889
33.33,126.315,0.025353851
33.33,126.325,0.033051211
33.33,126.335,0.099886313
33.33,126.345,0.016731087
33.33,126.355,0.014842173
33.33,126.365,0.058318533
33.33,126.375,0.042915527
33.33,126.385,0.05124332
33.33,126.395,0.095937788
33.33,126.405,0.014069995
33.33,126.415,0.051841613
33.33,126.425,0.049989548
33.33,126.435,0.05515264
33.33,126.445,0.064401701
33.33,126.455,0.049946595
33.33,126.465,0.06284301
33.33,126.475,0.072992332
33.33,126.485,0.075768329
33.33,126.495,0.077759832
33.33,126.505,0.08761894
33.33,126.515,0.136918098
33.33,126.525,0.131392762
33.33,126.535,0.176796034
33.33,126.545,0.152591228
33.33,126.555,0.149760634
33.33,126.565,0.12415348
33.33,126.575,0.149675548
33.33,126.585,0.182897642
33.33,126.595,0.130222186
33.33,126.605,0.079626791
33.33,126.615,0.063349105
33.33,126.625,0.020597203
33.33,126.635,0.059678413
33.33,126.645,0.028669555
33.33,126.655,0.03704688
33.33,126.665,0.036738321
33.33,126.675,0.056792442
33.33,126.685,0.03125317
33.33,126.695,0.045092646
33.33,126.705,0.016494414
33.33,126.715,0.038033269
33.33,126.725,0.029885547
33.33,126.735,0.021044819
33.33,126.745,0.036006831
33.33,126.755,0.018335624
33.33,126.765,0.032446135
33.33,126.775,0.006405588
33.33,126.785,0.102271013
33.33,126.795,0.004740379
33.33,126.805,0.003219743
33.33,126.815,0.015955368
33.33,126.825,0.01567444
33.33,126.835,0.01488753
33.33,126.845,0.000693218
33.34,126.165,0.000614987
33.34,126.175,0.014691421
33.34,126.185,0.006668035
33.34,126.195,0.003893911
33.34,126.205,0.00452658
33.34,126.215,0.006144001
33.34,126.225,0.00765869
33.34,126.235,0.007877078
33.34,126.245,0.014804577
33.34,126.255,0.017479179
33.34,126.265,0.010947173
33.34,126.275,0.036190446
33.34,126.285,0.028733026
33.34,126.295,0.024089219
33.34,126.305,0.030972546
33.34,126.315,0.024716323
33.34,126.325,0.068142116
33.34,126.335,0.013592256
33.34,126.345,0.049772125
33.34,126.355,0.008811623
33.34,126.365,0.001505936
33.34,126.375,0.081038229
33.34,126.385,0.011030474
33.34,126.395,0.0206112
33.34,126.405,0.030778682
33.34,126.415,0.050004121
33.34,126.425,0.094237559
33.34,126.435,0.05968884
33.34,126.445,0.053390436
33.34,126.455,0.052598443
33.34,126.465,0.075015269
33.34,126.475,0.031068929
33.34,126.485,0.054173909
33.34,126.495,0.098568894
33.34,126.505,0.139625475
33.34,126.515,0.102283314
33.34,126.525,0.107298486
33.34,126.535,0.145501941
33.34,126.545,0.15124312
33.34,126.555,0.122432426
33.34,126.565,0.12343733
33.34,126.575,0.120587625
33.34,126.585,0.156791002
33.34,126.595,0.069643065
33.34,126.605,0.052170005
33.34,126.615,0.081852525
33.34,126.625,0.083907835
33.34,126.635,0.056546707
33.34,126.645,0.094087943
33.34,126.655,0.033729278
33.34,126.665,0.066458337
33.34,126.675,0.023254231
33.34,126.685,0.045219682
33.34,126.695,0.021585062
33.34,126.705,0.037319399
33.34,126.715,0.022902044
33.34,126.725,0.024449551
33.34,126.735,0.056259885
33.34,126.745,0.020885214
33.34,126.755,0.007438659
33.34,126.765,0.006609199
33.34,126.775,0.011687878
33.34,126.785,0.008168347
33.34,126.795,0.005423505
33.34,126.805,0.004161383
33.34,126.815,0.023332572
33.34,126.825,0.011776362
33.34,126.835,0.013913758
33.34,126.845,0.00920293
33.34,126.855,0.015975429
33.35,126.165,0
33.35,126.175,0
33.35,126.185,0.004651504
33.35,126.195,0.009561453
33.35,126.205,0.007816486
33.35,126.215,0.002504283
33.35,126.225,0.015413361
33.35,126.235,0.000826178
33.35,126.245,0.012369963
33.35,126.255,0.01384966
33.35,126.265,0.020442963
33.35,126.275,0.018521165
33.35,126.285,0.020331869
33.35,126.295,0.026670149
33.35,126.305,0.046439148
33.35,126.315,0.025474461
33.35,126.325,0.029385628
33.35,126.335,0.015280819
33.35,126.345,0.026103413
33.35,126.355,0.018791409
33.35,126.365,0.038806979
33.35,126.375,0.09624812
33.35,126.385,0.029188655
33.35,126.395,0.086707994
33.35,126.405,0.073270984
33.35,126.415,0.109329075
33.35,126.425,0.092676543
33.35,126.435,0.033502128
33.35,126.445,0.069847167
33.35,126.455,0.065587729
33.35,126.465,0.066840336
33.35,126.475,0.118347481
33.35,126.485,0.201390222
33.35,126.495,0.08334852
33.35,126.505,0.199673668
33.35,126.515,0.110545129
33.35,126.525,0.178034186
33.35,126.535,0.097630337
33.35,126.545,0.154973999
33.35,126.555,0.123671465
33.35,126.565,0.175090194
33.35,126.575,0.163536504
33.35,126.585,0.138814256
33.35,126.595,0.085356414
33.35,126.605,0.058153499
33.35,126.615,0.083780177
33.35,126.625,0.119061269
33.35,126.635,0.04790866
33.35,126.645,0.021672064
33.35,126.655,0.111675285
33.35,126.665,0.080766805
33.35,126.675,0.130113751
33.35,126.685,0.036467195
33.35,126.695,0.029353667
33.35,126.705,0.030167922
33.35,126.715,0.038500536
33.35,126.725,0.033527862
33.35,126.735,0.013545165
33.35,126.745,0.007031905
33.35,126.755,0.013220471
33.35,126.765,0.021620672
33.35,126.775,0.006242798
33.35,126.785,0.007889426
33.35,126.795,0.003294676
33.35,126.805,0.002398123
33.35,126.815,0.009889822
33.35,126.825,0.008483899
33.35,126.835,0.030089367
33.35,126.845,0.011386693
33.35,126.855,0.0122616
33.35,126.865,0.026501765
33.36,126.175,0
33.36,126.185,0.003696374
33.36,126.195,0.008354404
33.36,126.205,0.010328888
33.36,126.215,0.037055209
33.36,126.225,0.008877745
33.36,126.235,0.014096576
33.36,126.245,0.005561877
33.36,126.255,0.022487588
33.36,126.265,0.058335934
33.36,126.275,0.017166931
33.36,126.285,0.025694752
33.36,126.295,0.013112976
33.36,126.305,0.110586293
33.36,126.315,0.027968466
33.36,126.325,0.035885595
33.36,126.335,0.009881109
33.36,126.345,0.015674079
33.36,126.355,0.028965859
33.36,126.365,0.044298507
33.36,126.375,0.116878681
33.36,126.385,0.01019167
33.36,126.395,0.044604614
33.36,126.405,0.043974303
33.36,126.415,0.105578184
33.36,126.425,0.026355933
33.36,126.435,0.034428261
33.36,126.445,0.125811771
33.36,126.455,0.044654001
33.36,126.465,0.020176154
33.36,126.475,0.108498186
33.36,126.485,0.096553214
33.36,126.495,0.117823698
33.36,126.505,0.080065392
33.36,126.515,0.040712729
33.36,126.525,0.084929504
33.36,126.535,0.204554275
33.36,126.545,0.119002707
33.36,126.555,0.079724528
33.36,126.565,0.168982729
33.36,126.575,0.154317483
33.36,126.585,0.099134944
33.36,126.595,0.075674638
33.36,126.605,0.057124551
33.36,126.615,0.212140337
33.36,126.625,0.130800053
33.36,126.635,0.043684896
33.36,126.645,0.028310392
33.36,126.655,0.031612784
33.36,126.665,0.030469513
33.36,126.675,0.028170425
33.36,126.685,0.036509439
33.36,126.695,0.035286289
33.36,126.705,0.034269582
33.36,126.715,0.025519576
33.36,126.725,0.012448921
33.36,126.735,0.01377628
33.36,126.745,0.020714246
33.36,126.755,0.022997474
33.36,126.765,0.00596945
33.36,126.775,0.018412504
33.36,126.785,0.012114142
33.36,126.795,0.00954116
33.36,126.805,0.016670987
33.36,126.815,0.020815302
33.36,126.825,0.011916256
33.36,126.835,0.016276784
33.36,126.845,0.008662893
33.36,126.855,0.007930851
33.36,126.865,0.030498333
33.37,126.185,0
33.37,126.195,0
33.37,126.205,0.004628631
33.37,126.215,0.013058322
33.37,126.225,0.010733044
33.37,126.235,0.013680638
33.37,126.245,0.024582209
33.37,126.255,0.026640056
33.37,126.265,0.036323678
33.37,126.275,0.018035585
33.37,126.285,0.013944378
33.37,126.295,0.019398114
33.37,126.305,0.027874643
33.37,126.315,0.040765665
33.37,126.325,0.024121881
33.37,126.335,0.026826721
33.37,126.345,0.051170208
33.37,126.355,0.058839846
33.37,126.365,0.0644238
33.37,126.375,0.027190983
33.37,126.385,0.030009298
33.37,126.395,0.032152317
33.37,126.405,0.044162627
33.37,126.415,0.030547054
33.37,126.425,0.04672505
33.37,126.435,0.113852903
33.37,126.445,0.011582163
33.37,126.455,0.029608201
33.37,126.465,0.043739792
33.37,126.475,0.075757287
33.37,126.485,0.166945308
33.37,126.495,0.098874867
33.37,126.505,0.136185899
33.37,126.515,0.041776747
33.37,126.525,0.105765432
33.37,126.535,0.179075181
33.37,126.545,0.154000223
33.37,126.555,0.074770607
33.37,126.565,0.088112652
33.37,126.575,0.169370353
33.37,126.585,0.049797777
33.37,126.595,0.209353149
33.37,126.605,0.091067225
33.37,126.615,0.091903098
33.37,126.625,0.025152884
33.37,126.635,0.031832844
33.37,126.645,0.042991947
33.37,126.655,0.025416607
33.37,126.665,0.043761011
33.37,126.675,0.005867526
33.37,126.685,0.038288895
33.37,126.695,0.111389205
33.37,126.705,0.033566378
33.37,126.715,0.025279334
33.37,126.725,0.02574753
33.37,126.735,0.01014024
33.37,126.745,0.021963097
33.37,126.755,0.038344398
33.37,126.765,0.050167102
33.37,126.775,0.045087218
33.37,126.785,0.043654729
33.37,126.795,0.013764408
33.37,126.805,0.024870563
33.37,126.815,0.009838389
33.37,126.825,0.015303421
33.37,126.835,0.0117434
33.37,126.845,0.013924211
33.37,126.855,0.033824679
33.37,126.865,0.01578794
33.37,126.875,0.002164297
33.38,126.205,0
33.38,126.215,0.005708801
33.38,126.225,0.008582172
33.38,126.235,0.008020819
33.38,126.245,0.017463587
33.38,126.255,0.014826138
33.38,126.265,0.027567418
33.38,126.275,0.052093908
33.38,126.285,0.036948536
33.38,126.295,0.025964508
33.38,126.305,0.038620576
33.38,126.315,0.0198301
33.38,126.325,0.034401096
33.38,126.335,0.029545067
33.38,126.345,0.039892294
33.38,126.355,0.033696197
33.38,126.365,0.043697916
33.38,126.375,0.063291222
33.38,126.385,0.210988268
33.38,126.395,0.039665982
33.38,126.405,0.033111855
33.38,126.415,0.036999028
33.38,126.425,0.056025606
33.38,126.435,0.055134818
33.38,126.445,0.050345354
33.38,126.455,0.150593132
33.38,126.465,0.061048564
33.38,126.475,0.110074483
33.38,126.485,0.109076358
33.38,126.495,0.183983251
33.38,126.505,0.17738004
33.38,126.515,0.370151371
33.38,126.525,0.260203034
33.38,126.535,0.134013787
33.38,126.545,0.083378077
33.38,126.555,0.066477135
33.38,126.565,0.097844012
33.38,126.575,0.06062704
33.38,126.585,0.053583134
33.38,126.595,0.073718846
33.38,126.605,0.057552971
33.38,126.615,0.06354133
33.38,126.625,0.041342396
33.38,126.635,0.072746143
33.38,126.645,0.039033543
33.38,126.655,0.053218398
33.38,126.665,0.034774367
33.38,126.675,0.008424089
33.38,126.685,0.010399342
33.38,126.695,0.073224254
33.38,126.705,0.018022595
33.38,126.715,0.029330222
33.38,126.725,0.017141873
33.38,126.735,0.016594719
33.38,126.745,0.021269575
33.38,126.755,0.031383496
33.38,126.765,0.030485636
33.38,126.775,0.007591522
33.38,126.785,0.010145552
33.38,126.795,0.011514914
33.38,126.805,0.01182396
33.38,126.815,0.002149646
33.38,126.825,0.016704591
33.38,126.835,0.020802611
33.38,126.845,0.016034054
33.38,126.855,0.013854324
33.38,126.865,0.025371721
33.38,126.875,0.029156325
33.38,126.885,0
33.39,126.215,0
33.39,126.225,0.007820877
33.39,126.235,0.021223636
33.39,126.245,0.022914199
33.39,126.255,0.02358835
33.39,126.265,0.01768676
33.39,126.275,0.018664749
33.39,126.285,0.016638506
33.39,126.295,0.03407627
33.39,126.305,0.026419483
33.39,126.315,0.01905071
33.39,126.325,0.03616624
33.39,126.335,0.023609936
33.39,126.345,0.0327719
33.39,126.355,0.037044171
33.39,126.365,0.049406238
33.39,126.375,0.051839352
33.39,126.385,0.034727391
33.39,126.395,0.03644798
33.39,126.405,0.074576609
33.39,126.415,0.03068883
33.39,126.425,0.063092865
33.39,126.435,0.058057178
33.39,126.445,0.060136218
33.39,126.455,0.041165076
33.39,126.465,0.061006177
33.39,126.475,0.109704696
33.39,126.485,0.051005565
33.39,126.495,0.051518776
33.39,126.505,0.208720595
33.39,126.515,0.135924742
33.39,126.525,0.156974807
33.39,126.535,0.156487316
33.39,126.545,0.104074217
33.39,126.555,0.095761798
33.39,126.565,0.08196827
33.39,126.575,0.060585674
33.39,126.585,0.051534317
33.39,126.595,0.103779115
33.39,126.605,0.033887837
33.39,126.615,0.035599422
33.39,126.625,0.003992273
33.39,126.635,0.109270051
33.39,126.645,0.048542529
33.39,126.655,0.021364646
33.39,126.665,0.078886837
33.39,126.675,0.027396137
33.39,126.685,0.021138452
33.39,126.695,0.044436235
