category_code,category_name,crop_code,crop_name
04,과채류,04020,가지(노지재배)
04,과채류,04021,가지(시설재배)
04,과채류,04022,여주
04,과채류,04023,주키니호박
04,과채류,04024,애호박
04,과채류,04025,맷돌호박
04,과채류,04026,애플수박
04,과채류,04027,복수박
04,과채류,04028,송이토마토
04,과채류,04029,울외
04,과채류,04030,수세미
04,과채류,04031,파프리카
04,과채류,04032,단호박
05,근채류,05001,생강
05,근채류,05002,당근(평난지)
05,근채류,05003,당근(준고랭지및고랭지)
05,근채류,05004,"당근(화산,비화산회토)"
05,근채류,05005,무(노지재배)
05,근채류,05006,무(시설재배)
05,근채류,05007,무(준고랭지및고랭지)
05,근채류,05008,열무(시설재배)
05,근채류,05009,비트(시설재배)
05,근채류,05010,"비트(화산,비화산-봄)"
05,근채류,05011,"비트(화산,비화산-가을)"
05,근채류,05012,토란
05,근채류,05013,연근
05,근채류,05014,우엉
05,근채류,05015,야콘
05,근채류,05016,콜라비
05,근채류,05017,"콜라비(화산,비화산)"
05,근채류,05018,고추냉이(근경)
05,근채류,05019,순무
05,근채류,05020,얌빈
05,근채류,05021,알타리무
06,인경채류,06001,양파(평난지)
06,인경채류,06002,양파(준고랭지및고랭지)
06,인경채류,06003,마늘(노지재배)
07,경엽채소류,07001,상추(노지재배)
07,경엽채소류,07002,상추(시설재배)
07,경엽채소류,07003,양상추(평야지)
07,경엽채소류,07004,양상추(고랭지)
07,경엽채소류,07005,배추(노지재배)
07,경엽채소류,07006,배추(시설재배)
07,경엽채소류,07007,배추(준고랭지및고랭지)
07,경엽채소류,07008,시금치(노지재배)
07,경엽채소류,07009,시금치(시설재배)
07,경엽채소류,07010,쑥갓(노지재배)
07,경엽채소류,07011,쑥갓(시설재배)
07,경엽채소류,07012,대파(노지재배)
07,경엽채소류,07013,대파(시설재배)
07,경엽채소류,07014,쪽파(노지재배)
07,경엽채소류,07015,쪽파(시설재배)
07,경엽채소류,07016,잎들깨(노지재배)
07,경엽채소류,07017,잎들깨(시설재배)
07,경엽채소류,07018,양배추(노지재배)
07,경엽채소류,07019,양배추(시설재배)
07,경엽채소류,07020,양배추(준고랭지및고랭지)
07,경엽채소류,07021,부추(노지재배)
07,경엽채소류,07022,부추(시설재배)
07,경엽채소류,07023,셀러리(노지재배)
07,경엽채소류,07024,셀러리(시설재배)
07,경엽채소류,07025,"치커리(노지,시설)"
07,경엽채소류,07026,케일(시설재배)
07,경엽채소류,07027,브로콜리(시설재배)
07,경엽채소류,07028,콜리플라워(시설재배)
07,경엽채소류,07029,삼엽채(시설재배)
07,경엽채소류,07030,신선초(시설재배)
07,경엽채소류,07031,밭미나리(시설재배)
07,경엽채소류,07032,엔다이브(시설재배)
07,경엽채소류,07033,오너멘탈케일(시설재배)
07,경엽채소류,07034,스위트펜넬(시설재배)
07,경엽채소류,07035,서양냉이(시설재배)
07,경엽채소류,07036,갓(시설재배)
07,경엽채소류,07037,청경채(시설재배)
07,경엽채소류,07038,아욱(시설재배)
07,경엽채소류,07039,갯방풍(해방풍)
07,경엽채소류,07040,얼갈이배추(노지)
07,경엽채소류,07041,얼갈이배추(시설)
07,경엽채소류,07042,방울양배추
07,경엽채소류,07043,방울양배추(화산회토)
07,경엽채소류,07044,방울양배추(비화산회토)
07,경엽채소류,07045,"양배추(적채,노지)"
07,경엽채소류,07046,"양배추(적채,시설)"
07,경엽채소류,07047,고구마순
07,경엽채소류,07048,근대
07,경엽채소류,07049,아스파라거스(1년-정식)
07,경엽채소류,07050,아스파라거스(2년)
07,경엽채소류,07051,아스파라거스(3년)
07,경엽채소류,07052,아스파라거스(4년이상)
08,산채류,08001,참취(시설재배)
08,산채류,08002,미역취(시설재배)
08,산채류,08003,곰취(시설재배)
08,산채류,08004,머위(시설재배)
08,산채류,08005,곤달비(시설재배)
08,산채류,08006,누룩치(시설재배)
08,산채류,08007,참나물(시설재배)
08,산채류,08008,모시대(시설재배)
08,산채류,08009,영아자(시설재배)
08,산채류,08010,산마늘(시설재배)
08,산채류,08011,고사리(2년이하)
08,산채류,08012,고사리(3년이상)
08,산채류,08013,눈개승마(삼나물)
08,산채류,08014,민들레(직파)
08,산채류,08015,민들레(육묘이식)
08,산채류,08016,고려엉겅퀴(곤드레나물)
08,산채류,08017,섬쑥부쟁이
08,산채류,08018,어수리
08,산채류,08019,두메부추(노지)
08,산채류,08020,두메부추(시설)
08,산채류,08021,병풍취(병풍쌈)
08,산채류,08022,돌나물
08,산채류,08023,비름나물
08,산채류,08024,갯기름나물(식방풍-뿌리)
08,산채류,08025,달래
08,산채류,08026,냉이
08,산채류,08027,씀바귀
08,산채류,08028,고들빼기
08,산채류,08029,수리취(1년)
08,산채류,08030,수리취(2년)
09,과수,09001,사과(비옥지-1~4년)
09,과수,09002,사과(비옥지-5~9년)
09,과수,09003,사과(비옥지-10~14년)
09,과수,09004,사과(비옥지-15~19년)
09,과수,09005,사과(비옥지-20년이상)
09,과수,09006,사과(척박지-1~4년)
09,과수,09007,사과(척박지-5~9년)
09,과수,09008,사과(척박지-10~14년)
09,과수,09009,사과(척박지-15~19년)
09,과수,09010,사과(척박지-20년이상)
09,과수,09011,배(비옥지-1~4년)
09,과수,09012,배(비옥지-5~9년)
09,과수,09013,배(비옥지-10~14년)
09,과수,09014,배(비옥지-15~19년)
09,과수,09015,배(비옥지-20년이상)
09,과수,09016,배(척박지-1~4년)
09,과수,09017,배(척박지-5~9년)
09,과수,09018,배(척박지-10~14년)
09,과수,09019,배(척박지-15~19년)
09,과수,09020,배(척박지-20년이상)
09,과수,09021,포도(비옥지-1~2년)
09,과수,09022,포도(비옥지-3~4년)
09,과수,09023,포도(비옥지-5~10년)
09,과수,09024,포도(비옥지-11년이상)
09,과수,09025,포도(척박지-1~2년)
09,과수,09026,포도(척박지-3~4년)
09,과수,09027,포도(척박지-5~10년)
09,과수,09028,포도(척박지-11년이상)
09,과수,09029,복숭아(비옥지-1~2년)
09,과수,09030,복숭아(비옥지-3~4년)
09,과수,09031,복숭아(비옥지-5~10년)
09,과수,09032,복숭아(비옥지-11년이상)
09,과수,09033,복숭아(척박지-1~2년)
09,과수,09034,복숭아(척박지-3~4년)
09,과수,09035,복숭아(척박지-5~10년)
09,과수,09036,복숭아(척박지-11년이상)
09,과수,09037,매실(1~2년)
09,과수,09038,매실(3~4년)
09,과수,09039,매실(5~6년)
09,과수,09040,매실(7~8년)
09,과수,09041,매실(9년이상)
09,과수,09042,감(1~2년)
09,과수,09043,감(3~4년)
09,과수,09044,감(5~6년)
09,과수,09045,감(7~8년)
09,과수,09046,감(9~10년)
09,과수,09047,감(11년이상)
09,과수,09048,"감귤(화산회토(온주),1~2년)"
09,과수,09049,"감귤(화산회토(온주),3~7년)"
09,과수,09050,"감귤(화산회토(온주),8~12년)"
09,과수,09051,"감귤(화산회토(온주),13~17년)"
09,과수,09052,"감귤(화산회토(온주),18년이상)"
09,과수,09053,"감귤(화산회토(만감),1~5년)"
09,과수,09054,"감귤(화산회토(만감),6~10년)"
09,과수,09055,"감귤(화산회토(만감),11~19년)"
09,과수,09056,"감귤(화산회토(만감),20년이상)"
09,과수,09057,"감귤(비화산회토(온주),1~2년)"
09,과수,09058,"감귤(비화산회토(온주),3~7년)"
09,과수,09059,"감귤(비화산회토(온주),8~12년)"
09,과수,09060,"감귤(비화산회토(온주),13~17년)"
09,과수,09061,"감귤(비화산회토(온주),18년이상)"
09,과수,09062,"감귤(비화산회토(만감),1~5년)"
09,과수,09063,"감귤(비화산회토(만감),6~10년)"
09,과수,09064,"감귤(비화산회토(만감),11~19년)"
09,과수,09065,"감귤(비화산회토(만감),20년이상)"
09,과수,09066,"유자(화산회토,1~5년)"
09,과수,09067,"유자(화산회토,6~10년)"
09,과수,09068,"유자(화산회토,11~19년)"
09,과수,09069,"유자(화산회토,20년이상)"
09,과수,09070,"유자(비화산회토,1~5년)"
09,과수,09071,"유자(비화산회토,6~10년)"
09,과수,09072,"유자(비화산회토,11~19년)"
09,과수,09073,"유자(비화산회토,20년이상)"
09,과수,09074,대추(1년)
09,과수,09075,대추(2년)
09,과수,09076,대추(3년)
09,과수,09077,대추(4년)
09,과수,09078,대추(5년)
09,과수,09079,대추(6년이상)
09,과수,09080,밤(1년)
09,과수,09081,밤(2년)
09,과수,09082,밤(3년)
09,과수,09083,밤(4년)
09,과수,09084,밤(5~6년)
09,과수,09085,밤(7~9년)
09,과수,09086,밤(10~14년)
09,과수,09087,밤(15~19년)
09,과수,09088,밤(20년이상)
09,과수,09089,참다래(1년)
09,과수,09090,참다래(2~3년)
09,과수,09091,참다래(4~5년)
09,과수,09092,참다래(6~7년)
09,과수,09093,참다래(성목)
09,과수,09094,자두(1~2년)
09,과수,09095,자두(3~4년)
09,과수,09096,자두(5~6년)
09,과수,09097,자두(7~8년)
09,과수,09098,자두(9년이상)
09,과수,09099,무화과(1~2년)
09,과수,09100,무화과(3~4년)
09,과수,09101,무화과(5~6년)
09,과수,09102,무화과(7~9년)
09,과수,09103,무화과(10년이상)
09,과수,09104,살구(1~2년)
09,과수,09105,살구(3~4년)
09,과수,09106,살구(5~7년)
09,과수,09107,살구(8~10년)
09,과수,09108,살구(11년이상)
09,과수,09109,블루베리(1~2년)
09,과수,09110,블루베리(3~4년)
09,과수,09111,블루베리(5~6년)
09,과수,09112,블루베리(7년)
09,과수,09113,블루베리(8년이상)
09,과수,09114,포도(샤인머스캣)
09,과수,09115,돌배
09,과수,09116,서양자두(푸룬)
09,과수,09117,다래(토종다래)
09,과수,09118,꾸지뽕나무
09,과수,09119,뽕나무(오디)
09,과수,09120,감(대봉)
09,과수,09121,나무딸기(산딸기)
09,과수,09122,블랙베리
09,과수,09123,플럼코트
09,과수,09124,수리취(1년)
09,과수,09125,수리취(2년)
09,과수,09126,아로니아(1~2년)
09,과수,09127,아로니아(3년이상)
09,과수,09128,허니베리(1~2년)
09,과수,09129,허니베리(3년이상)
09,과수,09130,블랙커런트(1~2년)
09,과수,09131,블랙커런트(3년이상)
09,과수,09132,앵두
10,약용작물,10001,지황
10,약용작물,10002,지황(재래종)
10,약용작물,10003,길경
10,약용작물,10004,반하
10,약용작물,10005,구약감자
10,약용작물,10006,황금
10,약용작물,10007,복분자(1년)
10,약용작물,10008,복분자(2년이상)
10,약용작물,10009,마
10,약용작물,10010,오미자(1년)
10,약용작물,10011,오미자(2년)
10,약용작물,10012,오미자(3년이상)
10,약용작물,10013,작약(1년생)
10,약용작물,10014,작약(2년생)
10,약용작물,10015,작약(3년생)
10,약용작물,10016,구기자
10,약용작물,10017,황기
10,약용작물,10018,당귀
10,약용작물,10019,백지
10,약용작물,10020,황련
10,약용작물,10021,스테비아
10,약용작물,10022,일천궁
10,약용작물,10023,박하
10,약용작물,10024,맥문동
10,약용작물,10025,율무
10,약용작물,10026,향부자
10,약용작물,10027,홍화
10,약용작물,10028,황금
10,약용작물,10029,더덕
10,약용작물,10030,산수유(성목)
10,약용작물,10031,삼백초
10,약용작물,10032,어성초
10,약용작물,10033,엉겅퀴
10,약용작물,10034,더위지기(인진쑥)
10,약용작물,10035,결명자
10,약용작물,10036,식방풍(뿌리수확용-약재)
10,약용작물,10037,식방풍(잎수확용-나물)
10,약용작물,10038,헛개나무
10,약용작물,10039,황칠나무
10,약용작물,10040,모링가
10,약용작물,10041,배암차즈기(곰보배추)
10,약용작물,10042,감초
10,약용작물,10043,오갈피
10,약용작물,10044,강황
10,약용작물,10045,삽주
10,약용작물,10046,단삼
10,약용작물,10047,잔대(뿌리)
10,약용작물,10048,땅두릅(독활)
11,화훼류,11001,장미
11,화훼류,11002,국화(온실절화)
11,화훼류,11003,국화(노지재배)
11,화훼류,11004,카네이션
11,화훼류,11005,구근류
11,화훼류,11006,화훼1년초(절화재배)
11,화훼류,11007,화훼2년초(노지재배)
11,화훼류,11008,안개초
11,화훼류,11009,리시안서스
11,화훼류,11010,용담
11,화훼류,11011,프리지아
11,화훼류,11012,코스모스
11,화훼류,11013,알스트로메리아
12,사료작물,12001,목초(초지조성용)
12,사료작물,12002,목초(초지관리용-화본과)
12,사료작물,12003,목초(초지관리용-두과)
12,사료작물,12004,목초(초지관리용-방목초지)
12,사료작물,12005,청예옥수수
12,사료작물,12006,청예용수수류
12,사료작물,12007,이탈리안라이그라스
12,사료작물,12008,청보리
12,사료작물,12009,호밀(사료용)
12,사료작물,12010,귀리(사료용)
12,사료작물,12011,사료용피(기경지)
12,사료작물,12012,사료용피(간척지)
12,사료작물,12013,케나프(기경지)
12,사료작물,12014,케나프(간척지)
12,사료작물,12015,트리티케일
12,사료작물,12016,수단그라스
13,기타,13001,뽕나무(신규조성)
13,기타,13002,뽕나무(밀식기성)
13,기타,13003,연초(황색종)
13,기타,13004,연초(버어리종)
13,기타,13005,차나무(1년)
13,기타,13006,차나무(2년)
13,기타,13007,차나무(3년)
13,기타,13008,차나무(4년)
13,기타,13009,차나무(5년)
13,기타,13010,차나무(6년)
13,기타,13011,차나무(7년이상)
13,기타,13012,잔디(난지형)
13,기타,13013,잔디(한지형)
